dataset_id,name,type,on_contig_edge,length_nt,dataset_name,orig_filename,bgc_id,subclass_id,class_id,subclass_name,class_source,type_source,class_name,gcf_id,membership_value,rank
1,iss_3dmm/NODE_458_length_1806_cov_16.219303.region001,as7,1,1806,iss_3dmm,NODE_458_length_1806_cov_16.219303.region001.gbk,16,244,6,RiPP-like,RiPP-like,as7,RiPP,70,0.162358585152135,0
1,iss_3dmm/NODE_25_length_19598_cov_64.080643.region001,as7,1,8689,iss_3dmm,NODE_25_length_19598_cov_64.080643.region001.gbk,17,244,6,RiPP-like,RiPP-like,as7,RiPP,70,0.618832372078749,0
1,iss_3dmm/NODE_105_length_12965_cov_43.354144.region001,as7,1,12965,iss_3dmm,NODE_105_length_12965_cov_43.354144.region001.gbk,18,181,4,generic,NRPS,as7,NRP,2551,0.51855189414502,0
1,iss_3dmm/NODE_1161_length_2693_cov_45.509098.region001,as7,1,2693,iss_3dmm,NODE_1161_length_2693_cov_45.509098.region001.gbk,19,253,8,generic,terpene,as7,Terpene,2633,0.28241510046125,0
1,iss_3dmm/NODE_1338_length_2233_cov_19.631772.region001,as7,1,2233,iss_3dmm,NODE_1338_length_2233_cov_19.631772.region001.gbk,20,220,5,T3PKS,T3PKS,as7,Polyketide,299,0.350316699867241,0
1,iss_3dmm/NODE_134_length_11884_cov_38.902697.region001,as7,1,11884,iss_3dmm,NODE_134_length_11884_cov_38.902697.region001.gbk,21,182,4,NRPS-like,NRPS-like,as7,NRP,4358,0.378573270723478,0
1,iss_3dmm/NODE_147_length_11475_cov_98.896010.region001,as7,1,11475,iss_3dmm,NODE_147_length_11475_cov_98.896010.region001.gbk,22,249,6,thiopeptide,thiopeptide,as7,RiPP,4971,0.0371409380554584,0
1,iss_3dmm/NODE_147_length_11475_cov_98.896010.region001,as7,1,11475,iss_3dmm,NODE_147_length_11475_cov_98.896010.region001.gbk,22,245,6,RRE-containing,RRE-containing,as7,RiPP,4971,0.0371409380554584,0
1,iss_3dmm/NODE_151_length_11382_cov_35.516289.region001,as7,1,9291,iss_3dmm,NODE_151_length_11382_cov_35.516289.region001.gbk,23,244,6,RiPP-like,RiPP-like,as7,RiPP,2298,0.10714970724942,0
1,iss_3dmm/NODE_156_length_11145_cov_65.759243.region001,as7,1,11145,iss_3dmm,NODE_156_length_11145_cov_65.759243.region001.gbk,24,181,4,generic,NRPS,as7,NRP,4389,0.217545072680828,0
1,iss_3dmm/NODE_185_length_10077_cov_38.424865.region001,as7,1,10077,iss_3dmm,NODE_185_length_10077_cov_38.424865.region001.gbk,25,182,4,NRPS-like,NRPS-like,as7,NRP,7255,0.413063927948003,0
1,iss_3dmm/NODE_196_length_9890_cov_48.332791.region001,as7,1,9890,iss_3dmm,NODE_196_length_9890_cov_48.332791.region001.gbk,26,245,6,RRE-containing,RRE-containing,as7,RiPP,499,0.350029813516882,0
1,iss_3dmm/NODE_2008_length_1360_cov_16.984674.region001,as7,1,1360,iss_3dmm,NODE_2008_length_1360_cov_16.984674.region001.gbk,27,244,6,RiPP-like,RiPP-like,as7,RiPP,85,0.123358196783135,0
1,iss_3dmm/NODE_2273_length_1169_cov_23.253142.region001,as7,1,1169,iss_3dmm,NODE_2273_length_1169_cov_23.253142.region001.gbk,28,186,2,arylpolyene,arylpolyene,as7,Other,8257,0.261305512903703,0
1,iss_3dmm/NODE_252_length_8725_cov_49.174279.region001,as7,1,8725,iss_3dmm,NODE_252_length_8725_cov_49.174279.region001.gbk,29,181,4,generic,NRPS,as7,NRP,7200,0.307832887341134,0
1,iss_3dmm/NODE_325_length_7551_cov_42.294557.region001,as7,1,7551,iss_3dmm,NODE_325_length_7551_cov_42.294557.region001.gbk,30,181,4,generic,NRPS,as7,NRP,3057,0.218531712795666,0
1,iss_3dmm/NODE_354_length_7121_cov_43.597226.region001,as7,1,7121,iss_3dmm,NODE_354_length_7121_cov_43.597226.region001.gbk,31,181,4,generic,NRPS,as7,NRP,4502,0.337620635254023,0
1,iss_3dmm/NODE_365_length_7013_cov_39.701926.region001,as7,1,7013,iss_3dmm,NODE_365_length_7013_cov_39.701926.region001.gbk,32,253,8,generic,terpene,as7,Terpene,6555,0.276212160391527,0
1,iss_3dmm/NODE_465_length_6046_cov_98.675013.region001,as7,1,6046,iss_3dmm,NODE_465_length_6046_cov_98.675013.region001.gbk,33,182,4,NRPS-like,NRPS-like,as7,NRP,5226,0.30581234595318,0
1,iss_3dmm/NODE_507_length_5768_cov_47.155785.region001,as7,1,5768,iss_3dmm,NODE_507_length_5768_cov_47.155785.region001.gbk,34,181,4,generic,NRPS,as7,NRP,3219,0.375639168901082,0
1,iss_3dmm/NODE_51_length_17791_cov_46.626071.region001,as7,1,17791,iss_3dmm,NODE_51_length_17791_cov_46.626071.region001.gbk,35,186,2,arylpolyene,arylpolyene,as7,Other,11840,0.358207187781249,0
1,iss_3dmm/NODE_534_length_5494_cov_36.662806.region001,as7,1,5494,iss_3dmm,NODE_534_length_5494_cov_36.662806.region001.gbk,36,1,1,unknown,,,Unknown,5715,0.214222339865099,0
1,iss_3dmm/NODE_58_length_16548_cov_324.670163.region001,as7,1,5594,iss_3dmm,NODE_58_length_16548_cov_324.670163.region001.gbk,37,244,6,RiPP-like,RiPP-like,as7,RiPP,2129,0.0,0
1,iss_3dmm/NODE_699_length_4400_cov_47.620713.region001,as7,1,4400,iss_3dmm,NODE_699_length_4400_cov_47.620713.region001.gbk,38,245,6,RRE-containing,RRE-containing,as7,RiPP,5733,0.310097856283758,0
1,iss_3dmm/NODE_728_length_4225_cov_43.551799.region001,as7,1,4225,iss_3dmm,NODE_728_length_4225_cov_43.551799.region001.gbk,39,181,4,generic,NRPS,as7,NRP,4399,0.461712981937029,0
1,iss_3dmm/NODE_770_length_4051_cov_46.154655.region001,as7,1,4051,iss_3dmm,NODE_770_length_4051_cov_46.154655.region001.gbk,40,181,4,generic,NRPS,as7,NRP,2595,0.26290547067452,0
1,iss_3dmm/NODE_797_length_3922_cov_194.850789.region001,as7,1,3922,iss_3dmm,NODE_797_length_3922_cov_194.850789.region001.gbk,41,244,6,RiPP-like,RiPP-like,as7,RiPP,70,0.162358585152135,0
1,iss_3dmm/NODE_91_length_13843_cov_52.623803.region001,as7,1,13843,iss_3dmm,NODE_91_length_13843_cov_52.623803.region001.gbk,42,181,4,generic,NRPS,as7,NRP,6325,0.198574469144089,0
1,iss_3dmm/NODE_992_length_3143_cov_49.743199.region001,as7,1,3143,iss_3dmm,NODE_992_length_3143_cov_49.743199.region001.gbk,43,181,4,generic,NRPS,as7,NRP,742,0.344138420871105,0
1,iss_3dmm/NODE_156_length_3775_cov_62.764247.region001,as7,1,3775,iss_3dmm,NODE_156_length_3775_cov_62.764247.region001.gbk,44,244,6,RiPP-like,RiPP-like,as7,RiPP,70,0.234553494362731,0
1,iss_3dmm/NODE_11_length_55747_cov_39.274223.region001,as7,1,32988,iss_3dmm,NODE_11_length_55747_cov_39.274223.region001.gbk,45,182,4,NRPS-like,NRPS-like,as7,NRP,7320,0.306258681774003,0
1,iss_3dmm/NODE_11_length_55747_cov_39.274223.region001,as7,1,32988,iss_3dmm,NODE_11_length_55747_cov_39.274223.region001.gbk,45,181,4,generic,NRPS,as7,NRP,7320,0.306258681774003,0
1,iss_3dmm/NODE_56_length_13238_cov_42.747705.region001,as7,1,6108,iss_3dmm,NODE_56_length_13238_cov_42.747705.region001.gbk,46,244,6,RiPP-like,RiPP-like,as7,RiPP,70,0.49849390954975,0
1,iss_3dmm/NODE_77_length_6896_cov_17.957755.region001,as7,1,6896,iss_3dmm,NODE_77_length_6896_cov_17.957755.region001.gbk,47,244,6,RiPP-like,RiPP-like,as7,RiPP,728,0.295439194945536,0
1,iss_3dmm/NODE_77_length_6896_cov_17.957755.region001,as7,1,6896,iss_3dmm,NODE_77_length_6896_cov_17.957755.region001.gbk,47,245,6,RRE-containing,RRE-containing,as7,RiPP,728,0.295439194945536,0
1,iss_3dmm/NODE_86_length_5690_cov_40.711979.region001,as7,1,5445,iss_3dmm,NODE_86_length_5690_cov_40.711979.region001.gbk,48,244,6,RiPP-like,RiPP-like,as7,RiPP,2117,0.266493008249239,0
1,iss_3dmm/NODE_188_length_3966_cov_25.742777.region001,as7,1,3966,iss_3dmm,NODE_188_length_3966_cov_25.742777.region001.gbk,49,182,4,NRPS-like,NRPS-like,as7,NRP,5226,0.299149273915108,0
1,iss_3dmm/NODE_470_length_1316_cov_12.122918.region001,as7,1,1316,iss_3dmm,NODE_470_length_1316_cov_12.122918.region001.gbk,50,244,6,RiPP-like,RiPP-like,as7,RiPP,70,0.162358585152135,0
1,iss_3dmm/NODE_588_length_1119_cov_13.515977.region001,as7,1,1119,iss_3dmm,NODE_588_length_1119_cov_13.515977.region001.gbk,51,245,6,RRE-containing,RRE-containing,as7,RiPP,23,0.127298939362523,0
1,iss_3dmm/NODE_642_length_1059_cov_11.371514.region001,as7,1,1059,iss_3dmm,NODE_642_length_1059_cov_11.371514.region001.gbk,52,244,6,RiPP-like,RiPP-like,as7,RiPP,728,0.301056766071566,0
1,iss_3dmm/NODE_85_length_8811_cov_29.930905.region001,as7,1,8811,iss_3dmm,NODE_85_length_8811_cov_29.930905.region001.gbk,53,181,4,generic,NRPS,as7,NRP,4233,0.297158089672886,0
1,iss_3dmm/NODE_288_length_2327_cov_26.488556.region001,as7,1,2327,iss_3dmm,NODE_288_length_2327_cov_26.488556.region001.gbk,54,244,6,RiPP-like,RiPP-like,as7,RiPP,70,0.234553494362731,0
1,iss_3dmm/NODE_123_length_5643_cov_36.313171.region001,as7,1,5643,iss_3dmm,NODE_123_length_5643_cov_36.313171.region001.gbk,55,245,6,RRE-containing,RRE-containing,as7,RiPP,728,0.313399410951116,0
1,iss_3dmm/NODE_123_length_5643_cov_36.313171.region001,as7,1,5643,iss_3dmm,NODE_123_length_5643_cov_36.313171.region001.gbk,55,244,6,RiPP-like,RiPP-like,as7,RiPP,728,0.313399410951116,0
1,iss_3dmm/NODE_198_length_2095_cov_18.747549.region001,as7,1,2095,iss_3dmm,NODE_198_length_2095_cov_18.747549.region001.gbk,56,249,6,thiopeptide,thiopeptide,as7,RiPP,741,0.330851067117091,0
1,iss_3dmm/NODE_280_length_1337_cov_21.537441.region001,as7,1,1337,iss_3dmm,NODE_280_length_1337_cov_21.537441.region001.gbk,57,244,6,RiPP-like,RiPP-like,as7,RiPP,70,0.234553494362731,0
1,iss_3dmm/NODE_1175_length_1181_cov_14.984902.region001,as7,1,1181,iss_3dmm,NODE_1175_length_1181_cov_14.984902.region001.gbk,58,244,6,RiPP-like,RiPP-like,as7,RiPP,70,0.162358585152135,0
1,iss_3dmm/NODE_1331_length_1084_cov_11.413022.region001,as7,1,1084,iss_3dmm,NODE_1331_length_1084_cov_11.413022.region001.gbk,59,182,4,NRPS-like,NRPS-like,as7,NRP,4472,0.322978768666949,0
1,iss_3dmm/NODE_1435_length_1030_cov_6.808205.region001,as7,1,1030,iss_3dmm,NODE_1435_length_1030_cov_6.808205.region001.gbk,60,245,6,RRE-containing,RRE-containing,as7,RiPP,2202,0.110837772073176,0
1,iss_3dmm/NODE_20_length_22557_cov_15.602613.region001,as7,1,18902,iss_3dmm,NODE_20_length_22557_cov_15.602613.region001.gbk,61,245,6,RRE-containing,RRE-containing,as7,RiPP,4971,0.258459639097968,0
1,iss_3dmm/NODE_20_length_22557_cov_15.602613.region001,as7,1,18902,iss_3dmm,NODE_20_length_22557_cov_15.602613.region001.gbk,61,249,6,thiopeptide,thiopeptide,as7,RiPP,4971,0.258459639097968,0
1,iss_3dmm/NODE_27_length_20610_cov_23.343274.region001,as7,1,20610,iss_3dmm,NODE_27_length_20610_cov_23.343274.region001.gbk,62,181,4,generic,NRPS,as7,NRP,7320,0.180334480477522,0
1,iss_3dmm/NODE_27_length_20610_cov_23.343274.region001,as7,1,20610,iss_3dmm,NODE_27_length_20610_cov_23.343274.region001.gbk,62,182,4,NRPS-like,NRPS-like,as7,NRP,7320,0.180334480477522,0
1,iss_3dmm/NODE_453_length_2335_cov_7.125877.region001,as7,1,2335,iss_3dmm,NODE_453_length_2335_cov_7.125877.region001.gbk,63,244,6,RiPP-like,RiPP-like,as7,RiPP,70,0.370393394728788,0
1,iss_3dmm/NODE_1036_length_11751_cov_27.850547.region001,as7,1,11751,iss_3dmm,NODE_1036_length_11751_cov_27.850547.region001.gbk,64,181,4,generic,NRPS,as7,NRP,4001,0.199144848980865,0
1,iss_3dmm/NODE_1040_length_11629_cov_28.461033.region001,as7,1,11629,iss_3dmm,NODE_1040_length_11629_cov_28.461033.region001.gbk,65,182,4,NRPS-like,NRPS-like,as7,NRP,6740,0.225468649051401,0
1,iss_3dmm/NODE_1049_length_11557_cov_22.978439.region001,as7,1,11557,iss_3dmm,NODE_1049_length_11557_cov_22.978439.region001.gbk,66,218,5,T1PKS,T1PKS,as7,Polyketide,12169,0.178912214976602,0
1,iss_3dmm/NODE_106_length_45108_cov_29.782279.region001,as7,1,45108,iss_3dmm,NODE_106_length_45108_cov_29.782279.region001.gbk,67,182,4,NRPS-like,NRPS-like,as7,NRP,11604,0.24583818805364,0
1,iss_3dmm/NODE_106_length_45108_cov_29.782279.region001,as7,1,45108,iss_3dmm,NODE_106_length_45108_cov_29.782279.region001.gbk,67,228,6,fungal-RiPP-like,fungal-RiPP-like,as7,RiPP,11604,0.24583818805364,0
1,iss_3dmm/NODE_106_length_45108_cov_29.782279.region001,as7,1,45108,iss_3dmm,NODE_106_length_45108_cov_29.782279.region001.gbk,67,218,5,T1PKS,T1PKS,as7,Polyketide,11604,0.24583818805364,0
1,iss_3dmm/NODE_1166_length_10217_cov_29.481992.region001,as7,1,10217,iss_3dmm,NODE_1166_length_10217_cov_29.481992.region001.gbk,68,218,5,T1PKS,T1PKS,as7,Polyketide,12026,0.195819521012383,0
1,iss_3dmm/NODE_1211_length_9763_cov_28.374948.region001,as7,1,9763,iss_3dmm,NODE_1211_length_9763_cov_28.374948.region001.gbk,69,218,5,T1PKS,T1PKS,as7,Polyketide,11392,0.261152154666096,0
1,iss_3dmm/NODE_1366_length_8213_cov_25.955381.region001,as7,1,8213,iss_3dmm,NODE_1366_length_8213_cov_25.955381.region001.gbk,70,196,2,indole,indole,as7,Other,1474,0.178610455238962,0
1,iss_3dmm/NODE_1399_length_7939_cov_24.073313.region001,as7,1,7939,iss_3dmm,NODE_1399_length_7939_cov_24.073313.region001.gbk,71,181,4,generic,NRPS,as7,NRP,6700,0.263374566152934,0
1,iss_3dmm/NODE_1435_length_7639_cov_22.920622.region001,as7,1,7639,iss_3dmm,NODE_1435_length_7639_cov_22.920622.region001.gbk,72,181,4,generic,NRPS,as7,NRP,5177,0.0,0
1,iss_3dmm/NODE_1478_length_7247_cov_22.877503.region001,as7,1,7247,iss_3dmm,NODE_1478_length_7247_cov_22.877503.region001.gbk,73,253,8,generic,terpene,as7,Terpene,774,0.403060456213624,0
1,iss_3dmm/NODE_150_length_39025_cov_26.814447.region001,as7,1,39025,iss_3dmm,NODE_150_length_39025_cov_26.814447.region001.gbk,74,228,6,fungal-RiPP-like,fungal-RiPP-like,as7,RiPP,10655,0.0,0
1,iss_3dmm/NODE_1547_length_6671_cov_24.292775.region001,as7,1,6671,iss_3dmm,NODE_1547_length_6671_cov_24.292775.region001.gbk,75,182,4,NRPS-like,NRPS-like,as7,NRP,6660,0.184419312211689,0
1,iss_3dmm/NODE_1633_length_5996_cov_24.306009.region001,as7,1,5996,iss_3dmm,NODE_1633_length_5996_cov_24.306009.region001.gbk,76,253,8,generic,terpene,as7,Terpene,1064,0.336609134026896,0
1,iss_3dmm/NODE_166_length_37819_cov_27.366566.region001,as7,1,22831,iss_3dmm,NODE_166_length_37819_cov_27.366566.region001.gbk,77,182,4,NRPS-like,NRPS-like,as7,NRP,3964,0.388177443627723,0
1,iss_3dmm/NODE_167_length_37797_cov_29.035319.region001,as7,1,35237,iss_3dmm,NODE_167_length_37797_cov_29.035319.region001.gbk,78,181,4,generic,NRPS,as7,NRP,9539,0.0,0
1,iss_3dmm/NODE_1697_length_5585_cov_21.142134.region001,as7,1,5585,iss_3dmm,NODE_1697_length_5585_cov_21.142134.region001.gbk,79,181,4,generic,NRPS,as7,NRP,2675,0.363557303658555,0
1,iss_3dmm/NODE_1726_length_5415_cov_25.804478.region001,as7,1,5415,iss_3dmm,NODE_1726_length_5415_cov_25.804478.region001.gbk,80,181,4,generic,NRPS,as7,NRP,4238,0.199720925116288,0
1,iss_3dmm/NODE_1729_length_5409_cov_15.957602.region001,as7,1,5409,iss_3dmm,NODE_1729_length_5409_cov_15.957602.region001.gbk,81,181,4,generic,NRPS,as7,NRP,2727,0.113500870767833,0
1,iss_3dmm/NODE_173_length_37301_cov_26.168797.region001,as7,1,20831,iss_3dmm,NODE_173_length_37301_cov_26.168797.region001.gbk,82,253,8,generic,terpene,as7,Terpene,9498,0.0615020805352627,0
1,iss_3dmm/NODE_174_length_37114_cov_29.242397.region001,as7,1,29379,iss_3dmm,NODE_174_length_37114_cov_29.242397.region001.gbk,83,218,5,T1PKS,T1PKS,as7,Polyketide,12027,0.363462344727125,0
1,iss_3dmm/NODE_1804_length_4976_cov_32.197927.region001,as7,1,4976,iss_3dmm,NODE_1804_length_4976_cov_32.197927.region001.gbk,84,181,4,generic,NRPS,as7,NRP,2709,0.323029141234899,0
1,iss_3dmm/NODE_192_length_35684_cov_29.668669.region001,as7,1,35144,iss_3dmm,NODE_192_length_35684_cov_29.668669.region001.gbk,85,218,5,T1PKS,T1PKS,as7,Polyketide,12018,0.0981897190992422,0
1,iss_3dmm/NODE_192_length_35684_cov_29.668669.region001,as7,1,35144,iss_3dmm,NODE_192_length_35684_cov_29.668669.region001.gbk,85,182,4,NRPS-like,NRPS-like,as7,NRP,12018,0.0981897190992422,0
1,iss_3dmm/NODE_1956_length_4205_cov_24.104337.region001,as7,1,4205,iss_3dmm,NODE_1956_length_4205_cov_24.104337.region001.gbk,86,245,6,RRE-containing,RRE-containing,as7,RiPP,23,0.127298939362523,0
1,iss_3dmm/NODE_1957_length_4204_cov_21.243914.region001,as7,1,4204,iss_3dmm,NODE_1957_length_4204_cov_21.243914.region001.gbk,87,253,8,generic,terpene,as7,Terpene,1765,0.580034944721778,0
1,iss_3dmm/NODE_2021_length_3880_cov_21.330196.region001,as7,1,3880,iss_3dmm,NODE_2021_length_3880_cov_21.330196.region001.gbk,88,228,6,fungal-RiPP-like,fungal-RiPP-like,as7,RiPP,50,0.532519200268409,0
1,iss_3dmm/NODE_2043_length_3774_cov_17.992202.region001,as7,1,3774,iss_3dmm,NODE_2043_length_3774_cov_17.992202.region001.gbk,89,181,4,generic,NRPS,as7,NRP,2608,0.324687395300246,0
1,iss_3dmm/NODE_2068_length_3650_cov_13.114882.region001,as7,1,3650,iss_3dmm,NODE_2068_length_3650_cov_13.114882.region001.gbk,90,181,4,generic,NRPS,as7,NRP,2723,0.227001741535666,0
1,iss_3dmm/NODE_2071_length_3637_cov_23.312674.region001,as7,1,3637,iss_3dmm,NODE_2071_length_3637_cov_23.312674.region001.gbk,91,228,6,fungal-RiPP-like,fungal-RiPP-like,as7,RiPP,50,0.615133120327217,0
1,iss_3dmm/NODE_2084_length_3594_cov_19.803617.region001,as7,1,3594,iss_3dmm,NODE_2084_length_3594_cov_19.803617.region001.gbk,92,253,8,generic,terpene,as7,Terpene,52,0.496928257911862,0
1,iss_3dmm/NODE_217_length_33978_cov_29.846918.region001,as7,1,25790,iss_3dmm,NODE_217_length_33978_cov_29.846918.region001.gbk,93,182,4,NRPS-like,NRPS-like,as7,NRP,4514,0.256612006622951,0
1,iss_3dmm/NODE_21_length_68298_cov_31.151034.region001,as7,0,41764,iss_3dmm,NODE_21_length_68298_cov_31.151034.region001.gbk,94,182,4,NRPS-like,NRPS-like,as7,NRP,2190,0.189368617969449,0
1,iss_3dmm/NODE_2252_length_2930_cov_25.954435.region001,as7,1,2930,iss_3dmm,NODE_2252_length_2930_cov_25.954435.region001.gbk,95,218,5,T1PKS,T1PKS,as7,Polyketide,8867,0.267424341400163,0
1,iss_3dmm/NODE_2388_length_2523_cov_16.735008.region001,as7,1,2523,iss_3dmm,NODE_2388_length_2523_cov_16.735008.region001.gbk,96,181,4,generic,NRPS,as7,NRP,2741,0.30986205439457,0
1,iss_3dmm/NODE_244_length_32332_cov_26.118784.region001,as7,1,27299,iss_3dmm,NODE_244_length_32332_cov_26.118784.region001.gbk,97,218,5,T1PKS,T1PKS,as7,Polyketide,11554,0.219218263720164,0
1,iss_3dmm/NODE_254_length_31710_cov_27.825841.region001,as7,1,10538,iss_3dmm,NODE_254_length_31710_cov_27.825841.region001.gbk,98,196,2,indole,indole,as7,Other,465,0.48466794429634,0
1,iss_3dmm/NODE_2606_length_1935_cov_15.521277.region001,as7,1,1935,iss_3dmm,NODE_2606_length_1935_cov_15.521277.region001.gbk,99,181,4,generic,NRPS,as7,NRP,682,0.502478818799317,0
1,iss_3dmm/NODE_2657_length_1841_cov_19.846025.region001,as7,1,1841,iss_3dmm,NODE_2657_length_1841_cov_19.846025.region001.gbk,100,253,8,generic,terpene,as7,Terpene,899,0.204214685997188,0
1,iss_3dmm/NODE_268_length_30877_cov_26.947181.region001,as7,1,24773,iss_3dmm,NODE_268_length_30877_cov_26.947181.region001.gbk,101,218,5,T1PKS,T1PKS,as7,Polyketide,11186,1.49011611938477e-08,0
1,iss_3dmm/NODE_2698_length_1757_cov_17.170388.region001,as7,1,1757,iss_3dmm,NODE_2698_length_1757_cov_17.170388.region001.gbk,102,181,4,generic,NRPS,as7,NRP,2710,0.0,0
1,iss_3dmm/NODE_2926_length_1359_cov_23.952454.region001,as7,1,1359,iss_3dmm,NODE_2926_length_1359_cov_23.952454.region001.gbk,103,253,8,generic,terpene,as7,Terpene,52,0.1357550193059,0
1,iss_3dmm/NODE_2972_length_1296_cov_13.405318.region001,as7,1,1296,iss_3dmm,NODE_2972_length_1296_cov_13.405318.region001.gbk,104,244,6,RiPP-like,RiPP-like,as7,RiPP,109,0.241133275789604,0
1,iss_3dmm/NODE_2996_length_1272_cov_15.555464.region001,as7,1,1272,iss_3dmm,NODE_2996_length_1272_cov_15.555464.region001.gbk,105,182,4,NRPS-like,NRPS-like,as7,NRP,986,0.310834936080105,0
1,iss_3dmm/NODE_309_length_28817_cov_28.574717.region001,as7,0,26584,iss_3dmm,NODE_309_length_28817_cov_28.574717.region001.gbk,106,187,2,betalactone,betalactone,as7,Other,2424,0.291765749838056,0
1,iss_3dmm/NODE_310_length_28804_cov_29.899753.region001,as7,1,28804,iss_3dmm,NODE_310_length_28804_cov_29.899753.region001.gbk,107,181,4,generic,NRPS,as7,NRP,5676,0.0,0
1,iss_3dmm/NODE_320_length_28339_cov_30.264955.region001,as7,1,25708,iss_3dmm,NODE_320_length_28339_cov_30.264955.region001.gbk,108,182,4,NRPS-like,NRPS-like,as7,NRP,7084,0.212813786819027,0
1,iss_3dmm/NODE_322_length_28228_cov_25.950768.region001,as7,1,28228,iss_3dmm,NODE_322_length_28228_cov_25.950768.region001.gbk,109,182,4,NRPS-like,NRPS-like,as7,NRP,7093,0.245325202793839,0
1,iss_3dmm/NODE_365_length_26748_cov_29.148653.region001,as7,1,26748,iss_3dmm,NODE_365_length_26748_cov_29.148653.region001.gbk,110,218,5,T1PKS,T1PKS,as7,Polyketide,11657,0.120884280492383,0
1,iss_3dmm/NODE_366_length_26748_cov_28.949387.region001,as7,1,26748,iss_3dmm,NODE_366_length_26748_cov_28.949387.region001.gbk,111,218,5,T1PKS,T1PKS,as7,Polyketide,12060,0.156231718122275,0
1,iss_3dmm/NODE_374_length_26388_cov_29.245320.region001,as7,1,26388,iss_3dmm,NODE_374_length_26388_cov_29.245320.region001.gbk,112,181,4,generic,NRPS,as7,NRP,12016,0.0,0
1,iss_3dmm/NODE_376_length_26256_cov_30.723331.region001,as7,1,26256,iss_3dmm,NODE_376_length_26256_cov_30.723331.region001.gbk,113,228,6,fungal-RiPP-like,fungal-RiPP-like,as7,RiPP,4129,0.266088897480503,0
1,iss_3dmm/NODE_376_length_26256_cov_30.723331.region001,as7,1,26256,iss_3dmm,NODE_376_length_26256_cov_30.723331.region001.gbk,113,201,2,siderophore,NI-siderophore,as7,Other,4129,0.266088897480503,0
